,Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
956,CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,14007170,- 0,400,- 0,- 0,- 0,- 0,- 0,- 0,400
957,CORDOBA,Capital,Córdoba,14014010,58.016,222.667,44,208.950,1.218,11,- 0,4.276,495.182
958,CORDOBA,Capital,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,695,695
959,CORDOBA,Colón,Agua de Oro,14021010,370,- 0,- 0,65,- 0,- 0,- 0,65,500
960,CORDOBA,Colón,Ascochinga,14021020,124,- 0,- 0,1,- 0,- 0,- 0,- 0,125
961,CORDOBA,Colón,Colonia Caroya,14021050,1.132,505,- 0,6.155,- 0,- 0,- 0,31,7.823
962,CORDOBA,Colón,El Manzano,14021110,125,- 0,- 0,- 0,- 0,- 0,- 0,20,145
963,CORDOBA,Colón,General Paz,14021130,167,- 0,- 0,- 0,- 0,- 0,- 0,- 0,167
964,CORDOBA,Colón,Jesús María,14021140,1.133,3.877,- 0,6.526,- 0,- 0,- 0,15,11.551
965,CORDOBA,Colón,La Calera,14021150,1.197,6.525,- 0,1.352,316,1,- 0,496,9.887
966,CORDOBA,Colón,La Granja,14021160,437,- 0,- 0,1,- 0,- 0,- 0,26,464
967,CORDOBA,Colón,Los Molles,14021180,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2
968,CORDOBA,Colón,Malvinas Argentinas,14021190,1.122,- 0,- 0,291,- 0,- 0,- 0,229,1.642
969,CORDOBA,Colón,Mendiolaza,14021200,821,2.606,- 0,841,2,- 0,- 0,195,4.465
970,CORDOBA,Colón,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,287,287
971,CORDOBA,Colón,Pajas Blancas,14021220,- 0,- 0,- 0,- 0,- 0,- 0,- 0,19,19
972,CORDOBA,Colón,Río Ceballos,14021230,1.049,5.510,- 0,4,1,2,- 0,444,7.010
973,CORDOBA,Colón,Saldán,14021240,69,4.193,- 0,73,- 0,- 0,- 0,270,4.605
974,CORDOBA,Colón,Salsipuedes,14021250,891,467,- 0,9,- 0,- 0,- 0,387,1.754
975,CORDOBA,Colón,Unquillo,14021280,2.198,873,- 0,905,- 0,- 0,- 0,603,4.579
976,CORDOBA,Colón,Villa Allende,14021290,1,6.366,- 0,1.885,4,- 0,- 0,345,8.601
977,CORDOBA,Colón,Villa Cerro Azul,14021300,75,- 0,- 0,- 0,- 0,- 0,- 0,20,95
978,CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,388,- 0,- 0,- 0,- 0,1,- 0,- 0,389
979,CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,508,- 0,- 0,499,- 0,- 0,- 0,360,1.367
980,CORDOBA,Colón,Dumesnil,14021270,- 0,- 0,- 0,34,- 0,- 0,- 0,- 0,34
981,CORDOBA,Colón,Mi Granja,14021210,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
982,CORDOBA,Cruz del Eje,Alto de los Quebrachos,14028010,- 0,- 0,- 0,- 0,6,- 0,- 0,1,7
983,CORDOBA,Cruz del Eje,Bañado de Soto,14028020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8
984,CORDOBA,Cruz del Eje,Canteras Quilpo,14028030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2
985,CORDOBA,Cruz del Eje,Cruz de Caña,14028040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2
986,CORDOBA,Cruz del Eje,Cruz del Eje,14028050,1.565,1.733,- 0,3.055,- 0,- 0,- 0,575,6.928
987,CORDOBA,Cruz del Eje,El Brete,14028060,- 0,- 0,- 0,1,- 0,- 0,- 0,65,66
988,CORDOBA,Cruz del Eje,Guanaco Muerto,14028080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,17,17
989,CORDOBA,Cruz del Eje,La Banda,14028090,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
990,CORDOBA,Cruz del Eje,La Batea,14028100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1
991,CORDOBA,Cruz del Eje,La Higuera,14028110,18,- 0,- 0,- 0,- 0,- 0,- 0,2,20
992,CORDOBA,Cruz del Eje,Las Playas,14028130,- 0,- 0,- 0,1,- 0,- 0,- 0,176,177
993,CORDOBA,Cruz del Eje,Los Chañaritos,14028140,- 0,- 0,- 0,1,- 0,- 0,- 0,9,10
994,CORDOBA,Cruz del Eje,Media Naranja,14028150,- 0,- 0,- 0,- 0,- 0,- 0,- 0,60,60
995,CORDOBA,Cruz del Eje,Paso Viejo,14028160,72,- 0,- 0,- 0,- 0,- 0,- 0,21,93
996,CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,- 0,16,- 0,429,- 0,- 0,- 0,199,644
997,CORDOBA,Cruz del Eje,Serrezuela,14028180,102,- 0,- 0,10,- 0,- 0,- 0,2,114
998,CORDOBA,Cruz del Eje,Tuclame,14028190,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3
999,CORDOBA,Cruz del Eje,Villa de Soto,14028200,625,- 0,- 0,341,- 0,2,- 0,293,1.261
1000,CORDOBA,General Roca,Del Campillo,14035010,1.050,- 0,- 0,- 0,- 0,1,- 0,- 0,1.051
1001,CORDOBA,General Roca,Hipólito Bouchard,14035030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
1002,CORDOBA,General Roca,Huinca Renancó,14035040,572,- 0,1,1.294,- 0,- 0,- 0,1.097,2.964
1003,CORDOBA,General Roca,ITALÓ,14035050,- 0,- 0,- 0,- 0,171,- 0,- 0,- 0,171
1004,CORDOBA,General Roca,Nicolás Bruzzone,14035070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,91,91
1005,CORDOBA,General Roca,PINCÉN,14035090,- 0,- 0,- 0,- 0,9,- 0,- 0,- 0,9
1006,CORDOBA,General Roca,Villa Huidobro,14035120,- 0,789,10,2,- 0,1,- 0,1.099,1.901
1007,CORDOBA,General Roca,Villa Valeria,14035140,632,- 0,- 0,- 0,- 0,1,- 0,216,849
1008,CORDOBA,General Roca,Santa Magdalena (Est. Jovita),14035110,- 0,1.666,- 0,37,- 0,- 0,- 0,82,1.785
1009,CORDOBA,General San Martín,Arroyo Cabral,14042020,4,393,- 0,2,- 0,1,- 0,276,676
1010,CORDOBA,General San Martín,Ausonia,14042030,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1
1011,CORDOBA,General San Martín,Chazón,14042040,- 0,388,- 0,- 0,- 0,- 0,- 0,- 0,388
1012,CORDOBA,General San Martín,Etruria,14042050,47,1,- 0,- 0,2,1,- 0,- 0,51
1013,CORDOBA,General San Martín,La Laguna,14042060,524,- 0,- 0,- 0,- 0,- 0,- 0,- 0,524
1014,CORDOBA,General San Martín,La Playosa,14042080,650,- 0,- 0,- 0,- 0,1,- 0,70,721
1015,CORDOBA,General San Martín,Pasco,14042110,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1
1016,CORDOBA,General San Martín,Silvio Pellico,14042130,150,- 0,- 0,- 0,- 0,- 0,- 0,65,215
1017,CORDOBA,General San Martín,Ticino,14042140,- 0,663,- 0,6,- 0,2,- 0,- 0,671
1018,CORDOBA,General San Martín,Tío Pujio,14042150,567,- 0,- 0,2,- 0,- 0,- 0,53,622
1019,CORDOBA,General San Martín,Villa María,14042170,2.354,15.284,- 0,10.543,- 0,1,- 0,2.022,30.204
1020,CORDOBA,General San Martín,Villa Nueva,14042180,1.120,2.288,- 0,1.001,1,1,- 0,993,5.404
1021,CORDOBA,General San Martín,Arroyo Algodón,14042010,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1
1022,CORDOBA,Ischilín,Chuña,14049030,- 0,- 0,- 0,- 0,- 0,2,- 0,102,104
1023,CORDOBA,Ischilín,Copacabana,14049040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,12,12
1024,CORDOBA,Ischilín,Deán Funes,14049050,1.950,1.948,- 0,263,- 0,1,- 0,- 0,4.162
1025,CORDOBA,Ischilín,Esquina del Alambre,14049060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1
1026,CORDOBA,Ischilín,Olivares de San Nicolás,14049090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1
1027,CORDOBA,Ischilín,Quilino,14049100,205,- 0,- 0,94,- 0,- 0,- 0,- 0,299
1028,CORDOBA,Ischilín,Villa Quilino,14049130,- 0,- 0,- 0,36,- 0,- 0,- 0,- 0,36
1029,CORDOBA,Juárez Celman,Alejandro Roca (Est. Alejandro),14056010,439,- 0,- 0,- 0,- 0,- 0,- 0,235,674
1030,CORDOBA,Juárez Celman,Bengolea,14056030,- 0,- 0,- 0,269,- 0,- 0,- 0,- 0,269
1031,CORDOBA,Juárez Celman,Carnerillo,14056040,129,- 0,- 0,505,23,1,- 0,222,880
1032,CORDOBA,Juárez Celman,Charras,14056050,- 0,- 0,- 0,1,- 0,- 0,- 0,12,13
1033,CORDOBA,Juárez Celman,General Cabrera,14056070,986,- 0,- 0,- 0,- 0,- 0,- 0,- 0,986
1034,CORDOBA,Juárez Celman,General Deheza,14056080,10,1.126,- 0,3.464,- 0,- 0,- 0,- 0,4.600
1035,CORDOBA,Juárez Celman,Huanchillas,14056090,- 0,- 0,- 0,11,- 0,- 0,- 0,- 0,11
1036,CORDOBA,Juárez Celman,La Carlota,14056100,986,- 0,- 0,- 0,- 0,- 0,- 0,- 0,986
1037,CORDOBA,Juárez Celman,Los Cisnes,14056110,2,165,- 0,- 0,- 0,- 0,- 0,- 0,167
1038,CORDOBA,Juárez Celman,Olaeta,14056120,- 0,65,- 0,- 0,- 0,- 0,- 0,- 0,65
1039,CORDOBA,Juárez Celman,Santa Eufemia,14056150,- 0,587,- 0,- 0,- 0,1,- 0,57,645
1040,CORDOBA,Juárez Celman,Ucacha,14056160,143,1.747,- 0,1,- 0,- 0,- 0,59,1.950
1041,CORDOBA,Juárez Celman,Villa Reducción,14056170,- 0,- 0,- 0,- 0,- 0,- 0,- 0,232,232
1042,CORDOBA,Marcos Juárez,Alejo Ledesma,14063010,- 0,- 0,- 0,1,- 0,3,- 0,79,83
1043,CORDOBA,Marcos Juárez,Arias,14063020,493,- 0,- 0,- 0,- 0,- 0,- 0,- 0,493
1044,CORDOBA,Marcos Juárez,Camilo Aldao,14063030,1.155,- 0,- 0,- 0,- 0,1,- 0,- 0,1.156
1045,CORDOBA,Marcos Juárez,Colonia Italiana,14063070,- 0,158,- 0,- 0,31,- 0,- 0,10,199
1046,CORDOBA,Marcos Juárez,Corral de Bustos,14063090,752,4.591,- 0,1.027,1.796,- 0,- 0,46,8.212
1047,CORDOBA,Marcos Juárez,Cruz Alta,14063100,669,- 0,- 0,1,- 0,1,- 0,- 0,671
1048,CORDOBA,Marcos Juárez,General Baldissera,14063110,451,- 0,- 0,- 0,- 0,1,- 0,- 0,452
1049,CORDOBA,Marcos Juárez,General Roca,14063120,1.127,- 0,- 0,1,- 0,2,- 0,- 0,1.130
1050,CORDOBA,Marcos Juárez,Guatimozín,14063130,170,- 0,- 0,601,596,1,- 0,30,1.398
1051,CORDOBA,Marcos Juárez,Inriville,14063140,233,- 0,- 0,- 0,- 0,- 0,- 0,89,322
1052,CORDOBA,Marcos Juárez,Isla Verde,14063150,765,262,- 0,- 0,- 0,- 0,- 0,- 0,1.027
1053,CORDOBA,Marcos Juárez,Leones,14063160,167,2.548,- 0,1,- 0,- 0,- 0,23,2.739
1054,CORDOBA,Marcos Juárez,Los Surgentes,14063170,757,- 0,- 0,6,- 0,1,- 0,- 0,764
1055,CORDOBA,Marcos Juárez,Marcos Juárez,14063180,652,9.716,- 0,2,- 0,- 0,- 0,239,10.609
1056,CORDOBA,Marcos Juárez,Monte Buey,14063190,1.563,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.563
1057,CORDOBA,Marcos Juárez,Villa Elisa,14063230,1.031,- 0,12,- 0,- 0,- 0,- 0,- 0,1.043
1058,CORDOBA,Marcos Juárez,Saira,14063210,234,- 0,- 0,- 0,- 0,- 0,- 0,- 0,234
1059,CORDOBA,Marcos Juárez,Capitán General Bernardo O'Higgins,14063040,- 0,- 0,- 0,30,- 0,- 0,- 0,141,171
1060,CORDOBA,Marcos Juárez,Cavanagh,14063050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,322,322
1061,CORDOBA,Minas,Ciénaga del Coro,14070010,- 0,- 0,- 0,1,- 0,- 0,- 0,64,65
1062,CORDOBA,Minas,La Playa,14070050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,53,53
1063,CORDOBA,Minas,San Carlos Minas,14070060,204,- 0,- 0,2,- 0,- 0,- 0,290,496
1064,CORDOBA,Minas,Tosno,14070080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,27,27
1065,CORDOBA,Minas,El Chacho,14070020,- 0,- 0,- 0,1,- 0,- 0,- 0,173,174
1066,CORDOBA,Minas,Estancia de Guadalupe,14070030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,35,35
1067,CORDOBA,Minas,Guasapampa,14070040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,34,34
1068,CORDOBA,Minas,Talaini,14070070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,23,23
1069,CORDOBA,OTROS,OTROS,Sin Datos,- 0,- 0,- 0,- 0,485,- 0,- 0,268,753
1070,CORDOBA,Pocho,Chancani,14077010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,97,97
1071,CORDOBA,Pocho,Las Palmas,14077020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9
1072,CORDOBA,Pocho,Salsacate,14077040,155,- 0,- 0,3,- 0,1,- 0,298,457
1073,CORDOBA,Pocho,Villa de Pocho,14077080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,40,40
1074,CORDOBA,Pocho,Los Talares,14077030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39
1075,CORDOBA,Pocho,San Gerónimo,14077050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11
1076,CORDOBA,Pocho,Tala Cañada,14077060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39
1077,CORDOBA,Pocho,Taninga,14077070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,167,167
1078,CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,3,2.441,- 0,1,29,- 0,- 0,148,2.622
1079,CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,395,- 0,- 0,2,17,1,- 0,38,453
1080,CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,1.088,5.570,- 0,1,1,- 0,- 0,668,7.328
1081,CORDOBA,Presidente Roque Sáenz Peña,Melo,14084050,- 0,- 0,- 0,10,21,- 0,- 0,389,420
1082,CORDOBA,Presidente Roque Sáenz Peña,Río Bamba,14084060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,29,29
1083,CORDOBA,Presidente Roque Sáenz Peña,Rosales,14084070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,132,132
1084,CORDOBA,Presidente Roque Sáenz Peña,Serrano,14084090,- 0,1.033,- 0,- 0,- 0,1,- 0,81,1.115
1085,CORDOBA,Presidente Roque Sáenz Peña,San Joaquín,14084080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,42,42
1086,CORDOBA,Presidente Roque Sáenz Peña,Leguizamón,14084040,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1
1087,CORDOBA,Punilla,Bialet Massé,14091020,941,- 0,- 0,1,- 0,- 0,- 0,333,1.275
1088,CORDOBA,Punilla,Cabalango,14091030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,207,207
1089,CORDOBA,Punilla,Capilla del Monte,14091040,1.643,457,- 0,- 0,- 0,- 0,- 0,282,2.382
1090,CORDOBA,Punilla,Casa Grande,14091050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,57,57
1091,CORDOBA,Punilla,Charbonier,14091060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,102,102
1092,CORDOBA,Punilla,Cosquín,14091070,1.307,4.694,- 0,- 0,- 0,- 0,- 0,113,6.114
1093,CORDOBA,Punilla,Cuesta Blanca,14091080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,40,40
1094,CORDOBA,Punilla,Estancia Vieja,14091090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,216,216
1095,CORDOBA,Punilla,Huerta Grande,14091100,- 0,109,- 0,416,- 0,- 0,- 0,103,628
1096,CORDOBA,Punilla,La Cumbre,14091110,1.044,- 0,- 0,- 0,- 0,- 0,- 0,175,1.219
1097,CORDOBA,Punilla,La Falda,14091120,1.336,4.689,- 0,8,- 0,- 0,- 0,26,6.059
1098,CORDOBA,Punilla,Las Jarillas,14091130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,4,4
1099,CORDOBA,Punilla,Los Cocos,14091140,206,- 0,- 0,- 0,- 0,- 0,- 0,52,258
1100,CORDOBA,Punilla,Mayu Sumaj,14091160,- 0,128,- 0,- 0,- 0,- 0,- 0,49,177
1101,CORDOBA,Punilla,San Antonio de Arredondo,14091180,- 0,1.322,- 0,1,- 0,- 0,- 0,112,1.435
1102,CORDOBA,Punilla,San Esteban,14091190,62,- 0,- 0,- 0,- 0,- 0,- 0,42,104
1103,CORDOBA,Punilla,San Roque,14091200,- 0,- 0,- 0,- 0,- 0,- 0,- 0,233,233
1104,CORDOBA,Punilla,Santa María de Punilla,14091210,1.273,- 0,- 0,2,1,- 0,- 0,113,1.389
1105,CORDOBA,Punilla,Tala Huasi,14091220,- 0,- 0,- 0,- 0,- 0,- 0,- 0,15,15
1106,CORDOBA,Punilla,Tanti,14091230,- 0,- 0,- 0,- 0,225,- 0,- 0,373,598
1107,CORDOBA,Punilla,Valle Hermoso,14091240,913,16,- 0,- 0,- 0,- 0,- 0,116,1.045
1108,CORDOBA,Punilla,Villa Carlos Paz,14091250,1.857,21.973,- 0,6,1,2,- 0,642,24.481
1109,CORDOBA,Punilla,Villa Giardino,14091270,992,- 0,- 0,365,- 0,- 0,- 0,253,1.610
1110,CORDOBA,Punilla,Villa Parque Siquimán,14091290,- 0,- 0,- 0,- 0,- 0,- 0,- 0,285,285
1111,CORDOBA,Punilla,Villa Río Icho Cruz,14091300,- 0,- 0,- 0,- 0,- 0,- 0,- 0,147,147
1112,CORDOBA,Punilla,Villa Santa Cruz del Lago,14091320,272,- 0,- 0,- 0,- 0,- 0,- 0,279,551
1113,CORDOBA,Río Cuarto,Achiras,14098010,- 0,- 0,- 0,50,- 0,- 0,- 0,258,308
1114,CORDOBA,Río Cuarto,Adelia María,14098020,353,2.469,- 0,15,- 0,- 0,- 0,179,3.016
1115,CORDOBA,Río Cuarto,Alcira (Est. Gigena),14098030,464,- 0,- 0,883,- 0,1,- 0,- 0,1.348
1116,CORDOBA,Río Cuarto,ALPA CORRAL,14098040,- 0,- 0,- 0,- 0,160,- 0,- 0,- 0,160
1117,CORDOBA,Río Cuarto,Berrotarán,14098050,609,1.445,- 0,2,- 0,- 0,- 0,133,2.189
1118,CORDOBA,Río Cuarto,Bulnes,14098060,50,- 0,- 0,- 0,- 0,1,- 0,- 0,51
1119,CORDOBA,Río Cuarto,Chaján,14098070,- 0,- 0,- 0,78,- 0,1,- 0,- 0,79
1120,CORDOBA,Río Cuarto,Chucul,14098080,19,- 0,- 0,3,- 0,- 0,- 0,74,96
1121,CORDOBA,Río Cuarto,Coronel Moldes,14098100,501,- 0,- 0,- 0,1.340,- 0,- 0,- 0,1.841
1122,CORDOBA,Río Cuarto,Elena,14098110,139,- 0,- 0,596,- 0,- 0,- 0,86,821
1123,CORDOBA,Río Cuarto,La Carolina,14098120,7,- 0,- 0,- 0,- 0,2,- 0,66,75
1124,CORDOBA,Río Cuarto,Las Acequias,14098150,422,- 0,- 0,8,- 0,- 0,- 0,- 0,430
1125,CORDOBA,Río Cuarto,LAS ALBAHACAS,14098160,9,- 0,- 0,- 0,14,- 0,- 0,- 0,23
1126,CORDOBA,Río Cuarto,Las Higueras,14098170,256,573,- 0,645,- 0,- 0,- 0,- 0,1.474
1127,CORDOBA,Río Cuarto,Las Peñas,14098180,5,- 0,- 0,- 0,- 0,- 0,- 0,25,30
1128,CORDOBA,Río Cuarto,Las Vertientes,14098190,48,- 0,- 0,25,- 0,- 0,- 0,- 0,73
1129,CORDOBA,Río Cuarto,Malena,14098200,1,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1
1130,CORDOBA,Río Cuarto,OTROS,Sin Datos,- 0,- 0,- 0,1,30,- 0,- 0,- 0,31
1131,CORDOBA,Río Cuarto,Río Cuarto,14098230,6.460,39.139,1,18.376,- 0,6,- 0,1.254,65.236
1132,CORDOBA,Río Cuarto,SAMPACHO,14098240,588,- 0,- 0,29,1.070,- 0,- 0,219,1.906
1133,CORDOBA,Río Cuarto,San Basilio,14098250,37,- 0,- 0,865,- 0,1,- 0,- 0,903
1134,CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),14098260,456,- 0,- 0,511,- 0,- 0,- 0,178,1.145
1135,CORDOBA,Río Cuarto,Vicuña Mackenna,14098290,2.268,1.472,- 0,71,- 0,1,- 0,- 0,3.812
1136,CORDOBA,Río Cuarto,VILLA EL CHACAY,14098300,- 0,- 0,- 0,- 0,4,- 0,- 0,- 0,4
1137,CORDOBA,Río Cuarto,Washington,14098320,- 0,- 0,- 0,- 0,- 0,- 0,- 0,38,38
1138,CORDOBA,Río Cuarto,Coronel Baigorria,14098090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,74,74
1139,CORDOBA,Río Primero,Cañada de Machado,14105020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11
1140,CORDOBA,Río Primero,Esquina,14105090,- 0,- 0,- 0,56,- 0,1,- 0,- 0,57
1141,CORDOBA,Río Primero,La Para,14105110,- 0,1.167,- 0,4,- 0,1,- 0,154,1.326
1142,CORDOBA,Río Primero,La Puerta,14105130,- 0,- 0,- 0,1,- 0,- 0,- 0,100,101
1143,CORDOBA,Río Primero,Montecristo,14105190,217,- 0,- 0,1.331,- 0,2,- 0,185,1.735
1144,CORDOBA,Río Primero,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,20,20
1145,CORDOBA,Río Primero,Piquillín,14105210,158,- 0,- 0,- 0,- 0,- 0,- 0,- 0,158
1146,CORDOBA,Río Primero,Río Primero,14105240,1.206,- 0,- 0,703,- 0,- 0,- 0,187,2.096
1147,CORDOBA,Río Primero,Santa Rosa de Río Primero,14105260,363,- 0,- 0,806,- 0,- 0,- 0,339,1.508
1148,CORDOBA,Río Primero,Villa Fontana,14105270,- 0,- 0,- 0,170,- 0,- 0,- 0,231,401
1149,CORDOBA,Río Primero,Diego de Rojas,14105060,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1
1150,CORDOBA,Río Primero,La Quinta,14105140,- 0,- 0,- 0,- 0,- 0,- 0,- 0,20,20
1151,CORDOBA,Río Seco,Sebastián Elcano,14112110,- 0,- 0,- 0,2,- 0,- 0,- 0,- 0,2
1152,CORDOBA,Río Seco,Villa de María,14112130,- 0,610,- 0,- 0,427,- 0,- 0,242,1.279
1153,CORDOBA,Río Seco,Cerro Colorado,14112010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,60,60
1154,CORDOBA,Río Seco,Rayo Cortado,14112080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,57,57
1155,CORDOBA,Río Segundo,Capilla del Carmen,14119030,- 0,138,- 0,- 0,- 0,- 0,- 0,15,153
1156,CORDOBA,Río Segundo,Carrilobo,14119040,- 0,599,- 0,- 0,- 0,1,- 0,60,660
1157,CORDOBA,Río Segundo,Colazo,14119050,- 0,- 0,- 0,2,- 0,1,- 0,- 0,3
1158,CORDOBA,Río Segundo,Costasacate,14119070,126,- 0,- 0,153,- 0,- 0,- 0,12,291
1159,CORDOBA,Río Segundo,Laguna Larga,14119090,748,- 0,- 0,1,- 0,- 0,- 0,704,1.453
1160,CORDOBA,Río Segundo,Las Junturas,14119100,62,- 0,- 0,514,- 0,1,- 0,- 0,577
1161,CORDOBA,Río Segundo,Los Chañaritos,14119110,6,- 0,- 0,32,- 0,- 0,- 0,31,69
1162,CORDOBA,Río Segundo,Luque,14119120,46,637,- 0,431,- 0,- 0,- 0,20,1.134
1163,CORDOBA,Río Segundo,Manfredi,14119130,76,- 0,- 0,4,- 0,- 0,- 0,- 0,80
1164,CORDOBA,Río Segundo,Oncativo,14119150,2.514,73,- 0,152,- 0,- 0,- 0,436,3.175
1165,CORDOBA,Río Segundo,Pilar,14119160,1.951,- 0,- 0,206,377,2,- 0,1.402,3.938
1166,CORDOBA,Río Segundo,Pozo del Molle,14119170,- 0,1.892,- 0,- 0,- 0,- 0,- 0,- 0,1.892
1167,CORDOBA,Río Segundo,Rincón,14119180,- 0,126,- 0,- 0,- 0,- 0,- 0,17,143
1168,CORDOBA,Río Segundo,Río Segundo,14119190,2.416,- 0,- 0,509,580,- 0,- 0,1.404,4.909
1169,CORDOBA,Río Segundo,Santiago Temple,14119200,95,653,- 0,- 0,- 0,1,- 0,81,830
1170,CORDOBA,Río Segundo,Villa del Rosario,14119210,141,7.257,- 0,- 0,- 0,- 0,- 0,71,7.469
1171,CORDOBA,Río Segundo,Calchín,14119010,- 0,894,- 0,- 0,- 0,- 0,- 0,28,922
1172,CORDOBA,San Alberto,Arroyo Los Patos,14126020,- 0,40,- 0,20,- 0,- 0,- 0,5,65
1173,CORDOBA,San Alberto,El Huayco,14126030,66,- 0,- 0,- 0,- 0,- 0,- 0,6,72
1174,CORDOBA,San Alberto,La Cortadera,14126040,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1
1175,CORDOBA,San Alberto,Las Calles,14126050,- 0,- 0,- 0,12,- 0,- 0,- 0,47,59
1176,CORDOBA,San Alberto,Las Rabonas,14126070,- 0,- 0,- 0,15,- 0,- 0,- 0,32,47
1177,CORDOBA,San Alberto,Mina Clavero,14126090,1.853,302,- 0,187,- 0,- 0,- 0,- 0,2.342
1178,CORDOBA,San Alberto,Nono,14126110,215,30,- 0,122,- 0,- 0,- 0,35,402
1179,CORDOBA,San Alberto,San Huberto,14126130,- 0,- 0,- 0,3,- 0,- 0,- 0,27,30
1180,CORDOBA,San Alberto,San Lorenzo,14126140,- 0,- 0,- 0,1,- 0,- 0,- 0,20,21
1181,CORDOBA,San Alberto,San Pedro,14126160,- 0,- 0,- 0,6,- 0,- 0,- 0,403,409
1182,CORDOBA,San Alberto,San Vicente,14126170,- 0,- 0,- 0,6,- 0,- 0,- 0,33,39
1183,CORDOBA,San Alberto,Sauce Arriba,14126180,- 0,- 0,- 0,- 0,- 0,- 0,- 0,21,21
1184,CORDOBA,San Alberto,Villa Cura Brochero,14126200,- 0,180,- 0,125,- 0,- 0,- 0,3,308
1185,CORDOBA,San Alberto,Villa Sarmiento,14126210,1,- 0,- 0,- 0,- 0,- 0,- 0,423,424
1186,CORDOBA,San Javier,Conlara,14133010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,24,24
1187,CORDOBA,San Javier,Cruz Caña,14133030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,41,41
1188,CORDOBA,San Javier,Dos Arroyos,14133040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5
1189,CORDOBA,San Javier,El Pantanillo,14133050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,4,4
1190,CORDOBA,San Javier,La Paz,14133060,- 0,- 0,- 0,- 0,- 0,1,- 0,268,269
1191,CORDOBA,San Javier,La Población,14133070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,78,78
