,Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
2541,SAN LUIS,La Capital,Potrero de los Funes,74056120,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.795,1.795
2542,SAN LUIS,La Capital,Salinas del Bebedero,74056130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,35,35
2543,SAN LUIS,La Capital,San Jerónimo,74056140,- 0,- 0,- 0,- 0,- 0,- 0,- 0,160,160
2544,SAN LUIS,La Capital,San Luis,74056150,2.774,1,84,5,84,2,- 0,18.447,21.397
2545,SAN LUIS,La Capital,Zanjitas,74056160,- 0,- 0,- 0,- 0,- 0,- 0,- 0,103,103
2546,SAN LUIS,La Capital,La Punta,74056105,- 0,- 0,- 0,7,- 0,- 0,- 0,- 0,7
2547,SAN LUIS,La Capital,Las Barrancas,74056070,- 0,- 0,- 0,- 0,- 0,1,- 0,55,56
2548,SAN LUIS,La Capital,Varela,74056140,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7
2549,SAN LUIS,La Capital,Boca Del Tigre,74056070,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
2550,SAN LUIS,Libertador Grl. San Martín,La Ramada,74063020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2.144,2.144
2551,SAN LUIS,Libertador Grl. San Martín,La Vertiente,74063010,- 0,- 0,- 0,- 0,- 0,2,- 0,49,51
2552,SAN LUIS,Libertador Grl. San Martín,Las Aguadas,74063020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,98,98
2553,SAN LUIS,Libertador Grl. San Martín,Las Chacras,74063030,- 0,- 0,- 0,- 0,- 0,5,- 0,30,35
2554,SAN LUIS,Libertador Grl. San Martín,Las Lagunas,74063040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,27,27
2555,SAN LUIS,Libertador Grl. San Martín,Paso Grande,74063050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,183,183
2556,SAN LUIS,Libertador Grl. San Martín,Potrerillo,74063060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,59,59
2557,SAN LUIS,Libertador Grl. San Martín,San Martín,74063070,1,- 0,1,- 0,- 0,- 0,- 0,324,326
2558,SAN LUIS,Libertador Grl. San Martín,Villa de Praga,74063080,- 0,- 0,- 0,- 0,- 0,1,- 0,211,212
2559,SAN LUIS,Libertador Grl. San Martín,El Puesto,74063050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11
2560,SAN LUIS,OTROS,OTROS,Sin Datos,- 0,- 0,- 0,- 0,70,- 0,- 0,- 0,70
2561,SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,78007010,612,618,2,- 0,1,1,- 0,62,1.296
2562,SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,78007020,683,- 0,4,- 0,1,2,- 0,- 0,690
2563,SANTA CRUZ,Deseado,Caleta Olivia,78014010,- 0,8.280,- 0,720,2,5,- 0,478,9.485
2564,SANTA CRUZ,Deseado,Cañadón Seco,78014020,- 0,- 0,- 0,2,- 0,3,- 0,118,123
2565,SANTA CRUZ,Deseado,Jaramillo,78014040,- 0,- 0,- 0,- 0,- 0,2,- 0,86,88
2566,SANTA CRUZ,Deseado,Las Heras,78014060,- 0,- 0,- 0,2.353,1,1,- 0,1.085,3.440
2567,SANTA CRUZ,Deseado,Pico Truncado,78014070,- 0,- 0,- 0,2.846,1,2,- 0,1.069,3.918
2568,SANTA CRUZ,Deseado,Puerto Deseado,78014080,1.488,- 0,9,- 0,10,12,- 0,- 0,1.519
2569,SANTA CRUZ,Deseado,Tellier,78014090,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
2570,SANTA CRUZ,Güer Aike,28 de Noviembre,78021060,- 0,- 0,- 0,10,6,1,- 0,195,212
2571,SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),78021010,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
2572,SANTA CRUZ,Güer Aike,Río Gallegos,78021040,3.682,10.399,173,736,172,14,- 0,- 0,15.176
2573,SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,78021070,261,- 0,- 0,- 0,1,1,- 0,- 0,263
2574,SANTA CRUZ,Güer Aike,Mina 3,78021030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
2575,SANTA CRUZ,Lago Argentino,El Calafate,78028010,2.595,- 0,- 0,3.717,1,7,- 0,618,6.938
2576,SANTA CRUZ,Lago Argentino,El Chaltén,78028020,- 0,- 0,- 0,431,1,3,- 0,2,437
2577,SANTA CRUZ,Lago Argentino,Tres Lagos,78028030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
2578,SANTA CRUZ,Lago Buenos Aires,Los Antiguos,78035010,- 0,- 0,2,- 0,1,6,- 0,30,39
2579,SANTA CRUZ,Lago Buenos Aires,Perito Moreno,78035020,- 0,2.600,7,- 0,101,5,- 0,- 0,2.713
2580,SANTA CRUZ,Magallanes,Puerto San Julián,78042010,849,2.150,1,- 0,1,8,- 0,153,3.162
2581,SANTA CRUZ,Río Chico,Bajo Caracoles,78049010,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
2582,SANTA CRUZ,Río Chico,Gobernador Gregores,78049020,- 0,- 0,- 0,- 0,1,5,- 0,- 0,6
2583,SANTA FE,9 de Julio,Esteban Rams,82077010,- 0,- 0,- 0,- 0,- 0,2,- 0,35,37
2584,SANTA FE,9 de Julio,Gato Colorado,82077020,- 0,- 0,- 0,- 0,- 0,4,- 0,- 0,4
2585,SANTA FE,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),82077030,- 0,- 0,- 0,- 0,- 0,3,- 0,144,147
2586,SANTA FE,9 de Julio,Logroño,82077040,1,- 0,- 0,- 0,- 0,- 0,- 0,47,48
2587,SANTA FE,9 de Julio,Montefiore,82077050,- 0,- 0,- 0,- 0,- 0,1,- 0,17,18
2588,SANTA FE,9 de Julio,Pozo Borrado,82077060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,127,127
2589,SANTA FE,9 de Julio,San Bernardo,82077065,- 0,- 0,- 0,- 0,- 0,- 0,- 0,109,109
2590,SANTA FE,9 de Julio,Santa Margarita,82077070,- 0,- 0,- 0,- 0,- 0,5,- 0,96,101
2591,SANTA FE,9 de Julio,Tostado,82077080,1.328,6,- 0,- 0,- 0,2,- 0,1.752,3.088
2592,SANTA FE,9 de Julio,Villa Minetti,82077090,- 0,- 0,- 0,1,- 0,5,- 0,264,270
2593,SANTA FE,Belgrano,Armstrong,82007010,1.245,- 0,- 0,99,- 0,- 0,- 0,37,1.381
2594,SANTA FE,Belgrano,Bouquet,82007020,388,- 0,- 0,- 0,- 0,- 0,- 0,1,389
2595,SANTA FE,Belgrano,Las Parejas,82007030,1.297,154,- 0,- 0,- 0,- 0,- 0,124,1.575
2596,SANTA FE,Belgrano,Las Rosas,82007040,1.358,2.308,- 0,225,- 0,- 0,- 0,33,3.924
2597,SANTA FE,Belgrano,Montes de Oca,82007050,591,- 0,- 0,- 0,168,1,- 0,43,803
2598,SANTA FE,Belgrano,Tortugas,82007060,177,- 0,- 0,- 0,- 0,1,- 0,- 0,178
2599,SANTA FE,Caseros,Arequito,82014010,71,2.241,- 0,- 0,- 0,- 0,- 0,- 0,2.312
2600,SANTA FE,Caseros,Arteaga,82014020,73,868,- 0,- 0,- 0,- 0,- 0,87,1.028
2601,SANTA FE,Caseros,Beravebú,82014030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,346,346
2602,SANTA FE,Caseros,Bigand,82014040,550,1.065,- 0,- 0,- 0,- 0,- 0,- 0,1.615
2603,SANTA FE,Caseros,Casilda,82014050,4.277,1.873,- 0,886,- 0,- 0,- 0,1.129,8.165
2604,SANTA FE,Caseros,Chabás,82014060,638,- 0,- 0,- 0,850,- 0,- 0,13,1.501
2605,SANTA FE,Caseros,Chañar Ladeado,82014070,76,808,- 0,401,- 0,- 0,- 0,- 0,1.285
2606,SANTA FE,Caseros,Gödeken,82014080,- 0,531,- 0,1,- 0,- 0,- 0,- 0,532
2607,SANTA FE,Caseros,Los Molinos,82014090,27,507,- 0,- 0,- 0,- 0,- 0,- 0,534
2608,SANTA FE,Caseros,Los Nogales,82014100,- 0,44,- 0,- 0,- 0,- 0,- 0,- 0,44
2609,SANTA FE,Caseros,Los Quirquinchos,82014110,- 0,- 0,- 0,- 0,2,- 0,- 0,778,780
2610,SANTA FE,Caseros,San José de la Esquina,82014120,135,1.976,- 0,- 0,- 0,- 0,- 0,1,2.112
2611,SANTA FE,Caseros,Sanford,82014130,88,- 0,- 0,378,- 0,- 0,- 0,- 0,466
2612,SANTA FE,Caseros,Villada,82014140,98,1,- 0,- 0,5,- 0,- 0,- 0,104
2613,SANTA FE,Castellanos,Aldao (Est. Casablanca),82021010,30,- 0,- 0,662,- 0,- 0,- 0,60,752
2614,SANTA FE,Castellanos,Angélica,82021020,600,- 0,- 0,- 0,- 0,- 0,- 0,9,609
2615,SANTA FE,Castellanos,Ataliva,82021030,295,10,- 0,89,- 0,- 0,- 0,183,577
2616,SANTA FE,Castellanos,Aurelia,82021040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,4,4
2617,SANTA FE,Castellanos,Bauer y Sigel,82021060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,- 0,- 0
2618,SANTA FE,Castellanos,Bella Italia,82021070,37,316,- 0,2,- 0,- 0,- 0,4,359
2619,SANTA FE,Castellanos,Castellanos,82021080,- 0,1,- 0,- 0,- 0,- 0,- 0,5,6
2620,SANTA FE,Castellanos,Colonia Bicha,82021090,72,- 0,- 0,138,- 0,- 0,- 0,- 0,210
2621,SANTA FE,Castellanos,Colonia Cello,82021100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,29,29
2622,SANTA FE,Castellanos,Colonia Margarita,82021110,- 0,10,- 0,- 0,- 0,- 0,- 0,- 0,10
2623,SANTA FE,Castellanos,Colonia Raquel,82021120,31,- 0,- 0,185,- 0,- 0,- 0,3,219
2624,SANTA FE,Castellanos,Coronel Fraga,82021130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,49,49
2625,SANTA FE,Castellanos,Esmeralda,82021150,- 0,82,- 0,- 0,- 0,- 0,- 0,- 0,82
2626,SANTA FE,Castellanos,Estación Clucellas,82021160,- 0,179,- 0,- 0,- 0,- 0,- 0,4,183
2627,SANTA FE,Castellanos,Estación Saguier,82021170,- 0,11,- 0,- 0,- 0,- 0,- 0,3,14
2628,SANTA FE,Castellanos,Eusebia y Carolina,82021180,27,- 0,- 0,130,- 0,- 0,- 0,- 0,157
2629,SANTA FE,Castellanos,Eustolia,82021190,- 0,- 0,- 0,- 0,- 0,- 0,- 0,4,4
2630,SANTA FE,Castellanos,Humberto Primo,82021220,212,53,- 0,33,- 0,- 0,- 0,262,560
2631,SANTA FE,Castellanos,Josefina,82021230,28,77,- 0,- 0,- 0,- 0,- 0,1,106
2632,SANTA FE,Castellanos,Lehmann,82021240,196,376,- 0,166,- 0,- 0,- 0,- 0,738
2633,SANTA FE,Castellanos,María Juana,82021250,788,81,- 0,620,- 0,- 0,- 0,60,1.549
2634,SANTA FE,Castellanos,Plaza Clucellas,82021270,45,283,- 0,- 0,- 0,- 0,- 0,- 0,328
2635,SANTA FE,Castellanos,Plaza Saguier,82021280,- 0,51,- 0,- 0,- 0,- 0,- 0,- 0,51
2636,SANTA FE,Castellanos,Presidente Roca,82021290,- 0,137,- 0,1,- 0,- 0,- 0,5,143
2637,SANTA FE,Castellanos,Pueblo Marini,82021300,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11
2638,SANTA FE,Castellanos,Rafaela,82021310,2.889,23.060,- 0,4.199,6,2,- 0,1.497,31.653
2639,SANTA FE,Castellanos,Ramona,82021320,1,- 0,- 0,- 0,- 0,- 0,- 0,327,328
2640,SANTA FE,Castellanos,San Antonio,82021330,- 0,10,- 0,- 0,- 0,- 0,- 0,59,69
2641,SANTA FE,Castellanos,San Vicente,82021340,770,1.334,- 0,- 0,- 0,- 0,- 0,42,2.146
2642,SANTA FE,Castellanos,Santa Clara de Saguier,82021350,163,107,- 0,- 0,- 0,- 0,- 0,218,488
2643,SANTA FE,Castellanos,Sunchales,82021360,1.112,21,1,6.364,- 0,- 0,- 0,67,7.565
2644,SANTA FE,Castellanos,Susana,82021370,- 0,- 0,- 0,317,- 0,- 0,- 0,78,395
2645,SANTA FE,Castellanos,Tacural,82021380,437,- 0,- 0,467,- 0,- 0,- 0,- 0,904
2646,SANTA FE,Castellanos,Vila,82021390,419,- 0,- 0,- 0,- 0,- 0,- 0,- 0,419
2647,SANTA FE,Castellanos,Villa San José,82021410,- 0,53,- 0,- 0,- 0,- 0,- 0,31,84
2648,SANTA FE,Castellanos,Virginia,82021420,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9
2649,SANTA FE,Castellanos,Zenón Pereyra,82021430,- 0,53,- 0,- 0,- 0,- 0,- 0,- 0,53
2650,SANTA FE,Castellanos,Frontera,82021200,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1
2651,SANTA FE,Constitución,Alcorta,82028010,223,1.261,- 0,550,- 0,- 0,- 0,353,2.387
2652,SANTA FE,Constitución,Bombal,82028040,495,246,- 0,200,- 0,- 0,- 0,- 0,941
2653,SANTA FE,Constitución,Empalme Villa Constitución,82028070,660,- 0,- 0,- 0,- 0,- 0,- 0,- 0,660
2654,SANTA FE,Constitución,Godoy,82028100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,150,150
2655,SANTA FE,Constitución,Juan B. Molina,82028110,350,- 0,- 0,- 0,- 0,- 0,- 0,1,351
2656,SANTA FE,Constitución,Juncal,82028120,480,- 0,- 0,- 0,- 0,- 0,- 0,- 0,480
2657,SANTA FE,Constitución,La Vanguardia,82028130,- 0,- 0,- 0,86,- 0,- 0,- 0,- 0,86
2658,SANTA FE,Constitución,Máximo Paz (Est. Paz),82028140,647,321,- 0,- 0,- 0,- 0,- 0,252,1.220
2659,SANTA FE,Constitución,Pavón,82028150,104,- 0,- 0,- 0,- 0,- 0,- 0,- 0,104
2660,SANTA FE,Constitución,Pavón Arriba,82028160,- 0,- 0,- 0,387,- 0,- 0,- 0,25,412
2661,SANTA FE,Constitución,Rueda,82028180,- 0,- 0,- 0,- 0,- 0,- 0,- 0,72,72
2662,SANTA FE,Constitución,Santa Teresa,82028190,169,296,- 0,656,- 0,- 0,- 0,101,1.222
2663,SANTA FE,Constitución,Sargento Cabral,82028200,- 0,- 0,- 0,326,- 0,- 0,- 0,102,428
2664,SANTA FE,Constitución,Villa Constitución,82028230,5.033,1.967,- 0,61,- 0,- 0,- 0,1.355,8.416
2665,SANTA FE,Constitución,Peyrano,82028170,- 0,670,- 0,- 0,- 0,- 0,- 0,- 0,670
2666,SANTA FE,Constitución,Cepeda,82028060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,25,25
2667,SANTA FE,Constitución,General Gelly,82028090,189,- 0,- 0,- 0,- 0,- 0,- 0,4,193
2668,SANTA FE,Garay,Cayastá,82035010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,428,428
2669,SANTA FE,Garay,Helvecia,82035020,- 0,440,- 0,- 0,- 0,- 0,- 0,205,645
2670,SANTA FE,Garay,Saladero Mariano Cabal,82035040,- 0,- 0,- 0,- 0,- 0,1,- 0,64,65
2671,SANTA FE,Garay,Santa Rosa de Calchines,82035050,76,941,- 0,- 0,- 0,- 0,- 0,- 0,1.017
2672,SANTA FE,Garay,Los Zapallos,82035030,- 0,67,- 0,- 0,67,- 0,- 0,- 0,134
2673,SANTA FE,General López,Aarón Castellanos (Est. Castellanos),82042010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,36,36
2674,SANTA FE,General López,Amenábar,82042020,158,- 0,- 0,- 0,- 0,- 0,- 0,80,238
2675,SANTA FE,General López,Cafferata,82042030,246,- 0,- 0,1,- 0,- 0,- 0,- 0,247
2676,SANTA FE,General López,Cañada del Ucle,82042040,222,- 0,- 0,- 0,- 0,- 0,- 0,200,422
2677,SANTA FE,General López,Carmen,82042050,- 0,- 0,- 0,- 0,40,- 0,- 0,100,140
2678,SANTA FE,General López,Carreras,82042060,- 0,1,- 0,- 0,- 0,- 0,- 0,274,275
2679,SANTA FE,General López,Chapuy,82042070,- 0,1,- 0,- 0,- 0,- 0,- 0,- 0,1
2680,SANTA FE,General López,Chovet,82042080,- 0,1,- 0,- 0,- 0,1,- 0,- 0,2
2681,SANTA FE,General López,Christophersen,82042090,- 0,- 0,- 0,15,- 0,- 0,- 0,78,93
2682,SANTA FE,General López,Diego de Alvear,82042100,206,- 0,- 0,64,- 0,- 0,- 0,108,378
2683,SANTA FE,General López,Elortondo,82042110,510,- 0,- 0,- 0,- 0,- 0,- 0,- 0,510
2684,SANTA FE,General López,Firmat,82042120,281,1.488,- 0,3.305,- 0,- 0,- 0,- 0,5.074
2685,SANTA FE,General López,Hughes,82042130,- 0,- 0,- 0,1.190,- 0,- 0,- 0,- 0,1.190
2686,SANTA FE,General López,La Chispa,82042140,- 0,- 0,- 0,- 0,- 0,- 0,- 0,71,71
2687,SANTA FE,General López,Maggiolo,82042170,80,- 0,- 0,- 0,- 0,- 0,- 0,53,133
2688,SANTA FE,General López,María Teresa,82042180,26,1.012,- 0,- 0,1,- 0,- 0,30,1.069
2689,SANTA FE,General López,Melincué (Est. San Urbano),82042190,- 0,- 0,- 0,- 0,- 0,- 0,- 0,201,201
2690,SANTA FE,General López,Miguel Torres,82042200,- 0,1,- 0,- 0,- 0,- 0,- 0,- 0,1
2691,SANTA FE,General López,Murphy,82042210,- 0,- 0,- 0,717,- 0,- 0,- 0,- 0,717
2692,SANTA FE,General López,Rufino,82042220,1.432,3,- 0,5.103,- 0,- 0,- 0,- 0,6.538
2693,SANTA FE,General López,San Eduardo,82042230,205,- 0,- 0,84,- 0,- 0,- 0,- 0,289
2694,SANTA FE,General López,San Francisco de Santa Fe,82042240,- 0,- 0,- 0,45,- 0,1,- 0,- 0,46
2695,SANTA FE,General López,San Gregorio,82042250,43,- 0,- 0,1.013,- 0,- 0,- 0,118,1.174
2696,SANTA FE,General López,Sancti Spiritu,82042260,320,- 0,- 0,- 0,- 0,1,- 0,707,1.028
2697,SANTA FE,General López,Santa Isabel,82042270,214,- 0,- 0,923,- 0,1,- 0,- 0,1.138
2698,SANTA FE,General López,Teodelina,82042280,- 0,935,- 0,- 0,- 0,- 0,- 0,165,1.100
2699,SANTA FE,General López,Venado Tuerto,82042290,2.258,25.656,- 0,1.435,380,1,- 0,77,29.807
2700,SANTA FE,General López,Villa Cañás,82042300,715,1.195,- 0,349,4,- 0,- 0,211,2.474
2701,SANTA FE,General López,Wheelwright,82042310,- 0,- 0,- 0,1.374,3,1,- 0,15,1.393
2702,SANTA FE,General López,Labordeboy,82042150,215,- 0,- 0,- 0,- 0,- 0,- 0,- 0,215
2703,SANTA FE,General Obligado,Avellaneda (Est. Ewald),82049020,3,12,- 0,3.578,750,- 0,- 0,1.141,5.484
2704,SANTA FE,General Obligado,Berna,82049030,- 0,- 0,- 0,- 0,10,- 0,- 0,48,58
2705,SANTA FE,General Obligado,El Araza,82049040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,126,126
2706,SANTA FE,General Obligado,El Rabón,82049050,- 0,65,- 0,- 0,- 0,1,- 0,80,146
2707,SANTA FE,General Obligado,Florencia,82049060,268,136,- 0,- 0,- 0,1,- 0,188,593
2708,SANTA FE,General Obligado,Guadalupe Norte,82049070,87,- 0,- 0,- 0,- 0,- 0,- 0,- 0,87
2709,SANTA FE,General Obligado,Ingeniero Chanourdie,82049080,- 0,- 0,- 0,- 0,- 0,1,- 0,85,86
2710,SANTA FE,General Obligado,La Isleta,82049090,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
2711,SANTA FE,General Obligado,La Sarita,82049100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,85,85
2712,SANTA FE,General Obligado,Las Garzas,82049120,92,- 0,- 0,- 0,- 0,- 0,- 0,- 0,92
2713,SANTA FE,General Obligado,Las Toscas,82049130,609,1.045,- 0,79,- 0,1,- 0,462,2.196
2714,SANTA FE,General Obligado,Los Laureles,82049140,- 0,- 0,- 0,- 0,20,- 0,- 0,- 0,20
2715,SANTA FE,General Obligado,Malabrigo,82049150,666,924,- 0,- 0,160,- 0,- 0,91,1.841
2716,SANTA FE,General Obligado,Paraje San Manuel,82049160,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
2717,SANTA FE,General Obligado,Reconquista,82049180,1.906,14.399,1,6.832,800,1,- 0,2.839,26.778
2718,SANTA FE,General Obligado,San Antonio de Obligado,82049190,125,132,- 0,- 0,- 0,6,- 0,5,268
2719,SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),82049200,103,115,- 0,- 0,- 0,- 0,- 0,3,221
2720,SANTA FE,General Obligado,Villa Ana,82049210,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
2721,SANTA FE,General Obligado,Villa Guillermina,82049220,220,173,- 0,- 0,- 0,1,- 0,15,409
2722,SANTA FE,General Obligado,Villa Ocampo,82049230,2.009,1.613,- 0,16,29,1,- 0,- 0,3.668
2723,SANTA FE,General Obligado,Lanteri,82049110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,300,300
2724,SANTA FE,General Obligado,Arroyo Ceibal,82049010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,108,108
2725,SANTA FE,Iriondo,Barrio Cicarelli,82056010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9
2726,SANTA FE,Iriondo,Bustinza,82056020,287,- 0,- 0,6,- 0,- 0,- 0,90,383
2727,SANTA FE,Iriondo,Cañada de Gómez,82056030,1.251,7.242,- 0,329,- 0,- 0,- 0,411,9.233
2728,SANTA FE,Iriondo,Carrizales (Est. Clarke),82056040,456,17,- 0,- 0,- 0,1,- 0,- 0,474
2729,SANTA FE,Iriondo,Classon,82056050,- 0,- 0,- 0,130,- 0,- 0,- 0,21,151
2730,SANTA FE,Iriondo,Colonia Médici,82056060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,12,12
2731,SANTA FE,Iriondo,Correa,82056070,114,1.063,- 0,572,1,- 0,- 0,23,1.773
2732,SANTA FE,Iriondo,Larguía,82056080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7
2733,SANTA FE,Iriondo,Lucio V. López,82056090,- 0,5,- 0,- 0,- 0,- 0,- 0,31,36
2734,SANTA FE,Iriondo,Oliveros,82056100,2.000,- 0,- 0,1.360,- 0,- 0,- 0,- 0,3.360
2735,SANTA FE,Iriondo,Pueblo Andino,82056110,- 0,648,- 0,- 0,- 0,- 0,- 0,414,1.062
2736,SANTA FE,Iriondo,Salto Grande,82056120,493,- 0,- 0,- 0,- 0,- 0,- 0,89,582
2737,SANTA FE,Iriondo,Serodino,82056130,229,- 0,- 0,12,- 0,- 0,- 0,113,354
2738,SANTA FE,Iriondo,Totoras,82056140,538,- 0,- 0,920,- 0,- 0,- 0,131,1.589
2739,SANTA FE,Iriondo,Villa Eloísa,82056150,597,- 0,- 0,368,- 0,- 0,- 0,- 0,965
2740,SANTA FE,Iriondo,Villa La Rivera (Oliveros),82056160,- 0,- 0,- 0,- 0,- 0,- 0,- 0,37,37
2741,SANTA FE,Iriondo,Villa La Rivera (Pueblo Andino),82056170,- 0,- 0,- 0,- 0,- 0,1,- 0,26,27
2742,SANTA FE,La Capital,Angel Gallardo,82063010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,27,27
2743,SANTA FE,La Capital,Arroyo Aguiar,82063020,102,- 0,- 0,- 0,- 0,1,- 0,38,141
2744,SANTA FE,La Capital,Arroyo Leyes,82063030,- 0,1.115,- 0,88,- 0,- 0,- 0,106,1.309
2745,SANTA FE,La Capital,Cabal,82063040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,13,13
2746,SANTA FE,La Capital,Candioti,82063060,- 0,- 0,- 0,251,- 0,- 0,- 0,1,252
2747,SANTA FE,La Capital,Emilia,82063070,103,- 0,- 0,153,- 0,- 0,- 0,1,257
2748,SANTA FE,La Capital,Laguna Paiva,82063080,1.899,- 0,- 0,- 0,- 0,- 0,- 0,76,1.975
2749,SANTA FE,La Capital,Llambi Campbell,82063090,202,- 0,- 0,- 0,73,- 0,- 0,186,461
2750,SANTA FE,La Capital,Monte Vera,82063100,281,- 0,- 0,- 0,- 0,3,- 0,- 0,284
2751,SANTA FE,La Capital,Nelson,82063110,426,- 0,- 0,1,3,- 0,- 0,69,499
2752,SANTA FE,La Capital,Recreo,82063140,1.131,30,- 0,- 0,- 0,- 0,- 0,275,1.436
2753,SANTA FE,La Capital,San José del Rincón,82063160,1.806,2.329,- 0,505,- 0,1,- 0,- 0,4.641
2754,SANTA FE,La Capital,Santa Fe,82063170,20.606,65.154,32,39.411,2.040,9,- 0,104,127.356
2755,SANTA FE,La Capital,Santo Tomé,82063180,13,13,- 0,396,11,- 0,- 0,492,925
2756,SANTA FE,La Capital,Sauce Viejo,82063190,1.108,- 0,- 0,- 0,- 0,- 0,- 0,89,1.197
2757,SANTA FE,Las Colonias,Cavour,82070010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3
2758,SANTA FE,Las Colonias,Cululú,82070020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,24,24
2759,SANTA FE,Las Colonias,Elisa,82070030,- 0,- 0,- 0,235,- 0,- 0,- 0,- 0,235
2760,SANTA FE,Las Colonias,Empalme San Carlos,82070040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,13,13
2761,SANTA FE,Las Colonias,Esperanza,82070050,1.953,8.198,- 0,26,- 0,4,- 0,420,10.601
2762,SANTA FE,Las Colonias,Felicia,82070060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,443,443
2763,SANTA FE,Las Colonias,Franck,82070070,175,- 0,- 0,162,- 0,- 0,- 0,101,438
2764,SANTA FE,Las Colonias,Grutly,82070080,93,- 0,- 0,- 0,- 0,- 0,- 0,21,114
2765,SANTA FE,Las Colonias,Hipatia,82070090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,53,53
2766,SANTA FE,Las Colonias,Humboldt,82070100,299,- 0,- 0,24,2,- 0,- 0,195,520
2767,SANTA FE,Las Colonias,La Pelada,82070120,- 0,- 0,- 0,80,- 0,- 0,- 0,96,176
2768,SANTA FE,Las Colonias,Las Tunas,82070130,4,- 0,- 0,107,- 0,1,- 0,- 0,112
2769,SANTA FE,Las Colonias,María Luisa,82070140,- 0,- 0,- 0,- 0,- 0,- 0,- 0,167,167
2770,SANTA FE,Las Colonias,Matilde,82070150,90,- 0,- 0,- 0,- 0,- 0,- 0,68,158
2771,SANTA FE,Las Colonias,Nuevo Torino,82070160,78,- 0,- 0,- 0,72,- 0,- 0,5,155
2772,SANTA FE,Las Colonias,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,16,16
2773,SANTA FE,Las Colonias,Pilar,82070170,112,- 0,- 0,10,- 0,- 0,- 0,2,124
2774,SANTA FE,Las Colonias,Progreso,82070190,- 0,- 0,- 0,- 0,- 0,- 0,- 0,621,621
2775,SANTA FE,Las Colonias,Providencia,82070200,- 0,- 0,- 0,- 0,- 0,- 0,- 0,135,135
2776,SANTA FE,Las Colonias,Sa Pereyra,82070210,54,- 0,- 0,- 0,- 0,- 0,- 0,3,57
2777,SANTA FE,Las Colonias,San Agustín,82070220,- 0,- 0,- 0,- 0,- 0,- 0,- 0,83,83
2778,SANTA FE,Las Colonias,San Carlos Centro,82070230,407,3.943,- 0,2,- 0,- 0,- 0,34,4.386
