Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
SAN LUIS,Coronel Pringles,La Toma,74021060,100,No,No,No,No,No,No,392,492
SAN LUIS,Coronel Pringles,OTROS,Sin Datos,No,No,No,No,No,27,No,No,27
SAN LUIS,Coronel Pringles,Río Grande,74021080,No,No,No,No,No,No,No,187,187
SAN LUIS,Coronel Pringles,Saladillo,74021090,No,No,No,1,No,No,No,1.987,1.988
SAN LUIS,Coronel Pringles,El Durazno,74021060,No,No,No,No,No,No,No,66,66
SAN LUIS,General Pedernera,Juan Jorba,74035010,No,No,No,No,No,No,No,28,28
SAN LUIS,General Pedernera,Juan Llerena,74035020,No,No,No,No,No,No,No,130,130
SAN LUIS,General Pedernera,Justo Daract,74035030,175,No,4,No,No,No,No,3.880,4.059
SAN LUIS,General Pedernera,La Punilla,74035040,No,No,No,No,No,No,No,9,9
SAN LUIS,General Pedernera,Lavaisse,74035050,No,No,No,No,No,No,No,58,58
SAN LUIS,General Pedernera,San José del Morro,74035060,No,No,No,No,No,No,No,381,381
SAN LUIS,General Pedernera,Villa Mercedes,74035070,1.789,29.276,85,4,14.585,No,No,10.179,55.918
SAN LUIS,General Pedernera,Villa Salles,74035090,No,No,No,No,No,No,No,27,27
SAN LUIS,General Pedernera,La Angelina,74035040,No,No,No,No,No,No,No,1.127,1.127
SAN LUIS,Gobernador Dupuy,Anchorena,74042010,No,No,1,No,No,No,No,212,213
SAN LUIS,Gobernador Dupuy,Arizona,74042020,No,No,3,No,No,No,No,257,260
SAN LUIS,Gobernador Dupuy,Bagual,74042030,No,No,No,No,No,No,No,64,64
SAN LUIS,Gobernador Dupuy,Batavia,74042040,No,No,No,No,No,2,No,196,198
SAN LUIS,Gobernador Dupuy,Buena Esperanza,74042050,No,No,1,No,No,1,No,961,963
SAN LUIS,Gobernador Dupuy,Fortín El Patria,74042060,No,No,No,No,No,1,No,194,195
SAN LUIS,Gobernador Dupuy,Fortuna,74042070,No,No,1,No,No,1,No,149,151
SAN LUIS,Gobernador Dupuy,La Maroma,74042080,No,No,No,No,No,2,No,No,2
SAN LUIS,Gobernador Dupuy,Martín de Loyola,74042100,No,No,No,No,No,2,No,509,511
SAN LUIS,Gobernador Dupuy,Nahuel Mapá,74042110,No,No,No,No,No,No,No,20,20
SAN LUIS,Gobernador Dupuy,Navia,74042120,No,No,No,No,No,2,No,83,85
SAN LUIS,Gobernador Dupuy,Nueva Galia,74042130,No,No,No,No,No,No,No,500,500
SAN LUIS,Gobernador Dupuy,Unión,74042140,No,No,No,No,No,No,No,810,810
SAN LUIS,Junín,Carpinteria,74049010,155,10,No,No,No,No,No,901,1.066
SAN LUIS,Junín,Cerro de Oro,74049020,19,14,No,7,No,No,No,250,290
SAN LUIS,Junín,Lafinur,74049030,No,No,No,No,No,No,No,51,51
SAN LUIS,Junín,Los Cajones,74049040,No,No,No,No,No,No,No,64,64
SAN LUIS,Junín,Los Molles,74049050,No,No,No,No,No,No,No,54,54
SAN LUIS,Junín,Merlo,74049060,1.286,62,No,211,No,No,No,5.089,6.648
SAN LUIS,Junín,Santa Rosa del Conlara,74049070,142,No,No,No,No,No,No,1.875,2.017
SAN LUIS,Junín,Talita,74049080,No,No,No,No,No,2,No,111,113
SAN LUIS,La Capital,Alto Pelado,74056010,No,No,No,No,No,No,No,71,71
SAN LUIS,La Capital,Alto Pencoso,74056020,No,No,No,1,No,No,No,85,86
SAN LUIS,La Capital,Balde,74056030,No,No,No,1,No,5,No,183,189
SAN LUIS,La Capital,Beazley,74056040,No,No,No,No,No,No,No,202,202
SAN LUIS,La Capital,Cazador,74056050,No,No,No,No,No,No,No,34,34
SAN LUIS,La Capital,Chosmes,74056060,No,No,No,No,No,No,No,9,9
SAN LUIS,La Capital,Desaguadero,74056070,No,No,No,1,No,No,No,252,253
SAN LUIS,La Capital,El Volcán,74056080,No,No,No,No,No,No,No,1.067,1.067
SAN LUIS,La Capital,Jarilla,74056090,No,No,No,No,No,No,No,29,29
SAN LUIS,La Capital,Juana Koslay,74056100,419,No,2,No,No,No,No,82,503
SAN LUIS,La Capital,Potrero de los Funes,74056120,No,No,No,No,No,No,No,1.795,1.795
SAN LUIS,La Capital,Salinas del Bebedero,74056130,No,No,No,No,No,No,No,35,35
SAN LUIS,La Capital,San Jerónimo,74056140,No,No,No,No,No,No,No,160,160
SAN LUIS,La Capital,San Luis,74056150,2.774,1,84,5,84,2,No,18.447,21.397
SAN LUIS,La Capital,Zanjitas,74056160,No,No,No,No,No,No,No,103,103
SAN LUIS,La Capital,La Punta,74056105,No,No,No,7,No,No,No,No,7
SAN LUIS,La Capital,Las Barrancas,74056070,No,No,No,No,No,1,No,55,56
SAN LUIS,La Capital,Varela,74056140,No,No,No,No,No,No,No,7,7
SAN LUIS,La Capital,Boca Del Tigre,74056070,No,No,No,No,No,1,No,No,1
SAN LUIS,Libertador Grl. San Martín,La Ramada,74063020,No,No,No,No,No,No,No,2.144,2.144
SAN LUIS,Libertador Grl. San Martín,La Vertiente,74063010,No,No,No,No,No,2,No,49,51
SAN LUIS,Libertador Grl. San Martín,Las Aguadas,74063020,No,No,No,No,No,No,No,98,98
SAN LUIS,Libertador Grl. San Martín,Las Chacras,74063030,No,No,No,No,No,5,No,30,35
SAN LUIS,Libertador Grl. San Martín,Las Lagunas,74063040,No,No,No,No,No,No,No,27,27
SAN LUIS,Libertador Grl. San Martín,Paso Grande,74063050,No,No,No,No,No,No,No,183,183
SAN LUIS,Libertador Grl. San Martín,Potrerillo,74063060,No,No,No,No,No,No,No,59,59
SAN LUIS,Libertador Grl. San Martín,San Martín,74063070,1,No,1,No,No,No,No,324,326
SAN LUIS,Libertador Grl. San Martín,Villa de Praga,74063080,No,No,No,No,No,1,No,211,212
SAN LUIS,Libertador Grl. San Martín,El Puesto,74063050,No,No,No,No,No,No,No,11,11
SAN LUIS,OTROS,OTROS,Sin Datos,No,No,No,No,70,No,No,No,70
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,78007010,612,618,2,No,1,1,No,62,1.296
SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,78007020,683,No,4,No,1,2,No,No,690
SANTA CRUZ,Deseado,Caleta Olivia,78014010,No,8.280,No,720,2,5,No,478,9.485
SANTA CRUZ,Deseado,Cañadón Seco,78014020,No,No,No,2,No,3,No,118,123
SANTA CRUZ,Deseado,Jaramillo,78014040,No,No,No,No,No,2,No,86,88
SANTA CRUZ,Deseado,Las Heras,78014060,No,No,No,2.353,1,1,No,1.085,3.440
SANTA CRUZ,Deseado,Pico Truncado,78014070,No,No,No,2.846,1,2,No,1.069,3.918
SANTA CRUZ,Deseado,Puerto Deseado,78014080,1.488,No,9,No,10,12,No,No,1.519
SANTA CRUZ,Deseado,Tellier,78014090,No,No,No,No,No,1,No,No,1
SANTA CRUZ,Güer Aike,28 de Noviembre,78021060,No,No,No,10,6,1,No,195,212
SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),78021010,No,No,No,No,No,1,No,No,1
SANTA CRUZ,Güer Aike,Río Gallegos,78021040,3.682,10.399,173,736,172,14,No,No,15.176
SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,78021070,261,No,No,No,1,1,No,No,263
SANTA CRUZ,Güer Aike,Mina 3,78021030,No,No,No,No,No,1,No,No,1
SANTA CRUZ,Lago Argentino,El Calafate,78028010,2.595,No,No,3.717,1,7,No,618,6.938
SANTA CRUZ,Lago Argentino,El Chaltén,78028020,No,No,No,431,1,3,No,2,437
SANTA CRUZ,Lago Argentino,Tres Lagos,78028030,No,No,No,No,No,1,No,No,1
SANTA CRUZ,Lago Buenos Aires,Los Antiguos,78035010,No,No,2,No,1,6,No,30,39
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,78035020,No,2.600,7,No,101,5,No,No,2.713
SANTA CRUZ,Magallanes,Puerto San Julián,78042010,849,2.150,1,No,1,8,No,153,3.162
SANTA CRUZ,Río Chico,Bajo Caracoles,78049010,No,No,No,No,No,1,No,No,1
SANTA CRUZ,Río Chico,Gobernador Gregores,78049020,No,No,No,No,1,5,No,No,6
SANTA FE,9 de Julio,Esteban Rams,82077010,No,No,No,No,No,2,No,35,37
SANTA FE,9 de Julio,Gato Colorado,82077020,No,No,No,No,No,4,No,No,4
SANTA FE,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),82077030,No,No,No,No,No,3,No,144,147
SANTA FE,9 de Julio,Logroño,82077040,1,No,No,No,No,No,No,47,48
SANTA FE,9 de Julio,Montefiore,82077050,No,No,No,No,No,1,No,17,18
SANTA FE,9 de Julio,Pozo Borrado,82077060,No,No,No,No,No,No,No,127,127
SANTA FE,9 de Julio,San Bernardo,82077065,No,No,No,No,No,No,No,109,109
SANTA FE,9 de Julio,Santa Margarita,82077070,No,No,No,No,No,5,No,96,101
SANTA FE,9 de Julio,Tostado,82077080,1.328,6,No,No,No,2,No,1.752,3.088
SANTA FE,9 de Julio,Villa Minetti,82077090,No,No,No,1,No,5,No,264,270
SANTA FE,Belgrano,Armstrong,82007010,1.245,No,No,99,No,No,No,37,1.381
SANTA FE,Belgrano,Bouquet,82007020,388,No,No,No,No,No,No,1,389
SANTA FE,Belgrano,Las Parejas,82007030,1.297,154,No,No,No,No,No,124,1.575
SANTA FE,Belgrano,Las Rosas,82007040,1.358,2.308,No,225,No,No,No,33,3.924
SANTA FE,Belgrano,Montes de Oca,82007050,591,No,No,No,168,1,No,43,803
SANTA FE,Belgrano,Tortugas,82007060,177,No,No,No,No,1,No,No,178
SANTA FE,Caseros,Arequito,82014010,71,2.241,No,No,No,No,No,No,2.312
SANTA FE,Caseros,Arteaga,82014020,73,868,No,No,No,No,No,87,1.028
SANTA FE,Caseros,Beravebú,82014030,No,No,No,No,No,No,No,346,346
SANTA FE,Caseros,Bigand,82014040,550,1.065,No,No,No,No,No,No,1.615
SANTA FE,Caseros,Casilda,82014050,4.277,1.873,No,886,No,No,No,1.129,8.165
SANTA FE,Caseros,Chabás,82014060,638,No,No,No,850,No,No,13,1.501
SANTA FE,Caseros,Chañar Ladeado,82014070,76,808,No,401,No,No,No,No,1.285
SANTA FE,Caseros,Gödeken,82014080,No,531,No,1,No,No,No,No,532
SANTA FE,Caseros,Los Molinos,82014090,27,507,No,No,No,No,No,No,534
SANTA FE,Caseros,Los Nogales,82014100,No,44,No,No,No,No,No,No,44
SANTA FE,Caseros,Los Quirquinchos,82014110,No,No,No,No,2,No,No,778,780
SANTA FE,Caseros,San José de la Esquina,82014120,135,1.976,No,No,No,No,No,1,2.112
SANTA FE,Caseros,Sanford,82014130,88,No,No,378,No,No,No,No,466
SANTA FE,Caseros,Villada,82014140,98,1,No,No,5,No,No,No,104
SANTA FE,Castellanos,Aldao (Est. Casablanca),82021010,30,No,No,662,No,No,No,60,752
SANTA FE,Castellanos,Angélica,82021020,600,No,No,No,No,No,No,9,609
SANTA FE,Castellanos,Ataliva,82021030,295,10,No,89,No,No,No,183,577
SANTA FE,Castellanos,Aurelia,82021040,No,No,No,No,No,No,No,4,4
SANTA FE,Castellanos,Bauer y Sigel,82021060,No,No,No,No,No,No,No,No,No
SANTA FE,Castellanos,Bella Italia,82021070,37,316,No,2,No,No,No,4,359
SANTA FE,Castellanos,Castellanos,82021080,No,1,No,No,No,No,No,5,6
SANTA FE,Castellanos,Colonia Bicha,82021090,72,No,No,138,No,No,No,No,210
SANTA FE,Castellanos,Colonia Cello,82021100,No,No,No,No,No,No,No,29,29
SANTA FE,Castellanos,Colonia Margarita,82021110,No,10,No,No,No,No,No,No,10
SANTA FE,Castellanos,Colonia Raquel,82021120,31,No,No,185,No,No,No,3,219
SANTA FE,Castellanos,Coronel Fraga,82021130,No,No,No,No,No,No,No,49,49
SANTA FE,Castellanos,Esmeralda,82021150,No,82,No,No,No,No,No,No,82
SANTA FE,Castellanos,Estación Clucellas,82021160,No,179,No,No,No,No,No,4,183
SANTA FE,Castellanos,Estación Saguier,82021170,No,11,No,No,No,No,No,3,14
SANTA FE,Castellanos,Eusebia y Carolina,82021180,27,No,No,130,No,No,No,No,157
SANTA FE,Castellanos,Eustolia,82021190,No,No,No,No,No,No,No,4,4
SANTA FE,Castellanos,Humberto Primo,82021220,212,53,No,33,No,No,No,262,560
SANTA FE,Castellanos,Josefina,82021230,28,77,No,No,No,No,No,1,106
SANTA FE,Castellanos,Lehmann,82021240,196,376,No,166,No,No,No,No,738
SANTA FE,Castellanos,María Juana,82021250,788,81,No,620,No,No,No,60,1.549
SANTA FE,Castellanos,Plaza Clucellas,82021270,45,283,No,No,No,No,No,No,328
SANTA FE,Castellanos,Plaza Saguier,82021280,No,51,No,No,No,No,No,No,51
SANTA FE,Castellanos,Presidente Roca,82021290,No,137,No,1,No,No,No,5,143
SANTA FE,Castellanos,Pueblo Marini,82021300,No,No,No,No,No,No,No,11,11
SANTA FE,Castellanos,Rafaela,82021310,2.889,23.060,No,4.199,6,2,No,1.497,31.653
SANTA FE,Castellanos,Ramona,82021320,1,No,No,No,No,No,No,327,328
SANTA FE,Castellanos,San Antonio,82021330,No,10,No,No,No,No,No,59,69
SANTA FE,Castellanos,San Vicente,82021340,770,1.334,No,No,No,No,No,42,2.146
SANTA FE,Castellanos,Santa Clara de Saguier,82021350,163,107,No,No,No,No,No,218,488
SANTA FE,Castellanos,Sunchales,82021360,1.112,21,1,6.364,No,No,No,67,7.565
SANTA FE,Castellanos,Susana,82021370,No,No,No,317,No,No,No,78,395
SANTA FE,Castellanos,Tacural,82021380,437,No,No,467,No,No,No,No,904
SANTA FE,Castellanos,Vila,82021390,419,No,No,No,No,No,No,No,419
SANTA FE,Castellanos,Villa San José,82021410,No,53,No,No,No,No,No,31,84
SANTA FE,Castellanos,Virginia,82021420,No,No,No,No,No,No,No,9,9
SANTA FE,Castellanos,Zenón Pereyra,82021430,No,53,No,No,No,No,No,No,53
SANTA FE,Castellanos,Frontera,82021200,No,No,No,No,No,No,No,1,1
SANTA FE,Constitución,Alcorta,82028010,223,1.261,No,550,No,No,No,353,2.387
SANTA FE,Constitución,Bombal,82028040,495,246,No,200,No,No,No,No,941
SANTA FE,Constitución,Empalme Villa Constitución,82028070,660,No,No,No,No,No,No,No,660
SANTA FE,Constitución,Godoy,82028100,No,No,No,No,No,No,No,150,150
SANTA FE,Constitución,Juan B. Molina,82028110,350,No,No,No,No,No,No,1,351
SANTA FE,Constitución,Juncal,82028120,480,No,No,No,No,No,No,No,480
SANTA FE,Constitución,La Vanguardia,82028130,No,No,No,86,No,No,No,No,86
SANTA FE,Constitución,Máximo Paz (Est. Paz),82028140,647,321,No,No,No,No,No,252,1.220
SANTA FE,Constitución,Pavón,82028150,104,No,No,No,No,No,No,No,104
SANTA FE,Constitución,Pavón Arriba,82028160,No,No,No,387,No,No,No,25,412
SANTA FE,Constitución,Rueda,82028180,No,No,No,No,No,No,No,72,72
SANTA FE,Constitución,Santa Teresa,82028190,169,296,No,656,No,No,No,101,1.222
SANTA FE,Constitución,Sargento Cabral,82028200,No,No,No,326,No,No,No,102,428
SANTA FE,Constitución,Villa Constitución,82028230,5.033,1.967,No,61,No,No,No,1.355,8.416
SANTA FE,Constitución,Peyrano,82028170,No,670,No,No,No,No,No,No,670
SANTA FE,Constitución,Cepeda,82028060,No,No,No,No,No,No,No,25,25
SANTA FE,Constitución,General Gelly,82028090,189,No,No,No,No,No,No,4,193
SANTA FE,Garay,Cayastá,82035010,No,No,No,No,No,No,No,428,428
SANTA FE,Garay,Helvecia,82035020,No,440,No,No,No,No,No,205,645
SANTA FE,Garay,Saladero Mariano Cabal,82035040,No,No,No,No,No,1,No,64,65
SANTA FE,Garay,Santa Rosa de Calchines,82035050,76,941,No,No,No,No,No,No,1.017
SANTA FE,Garay,Los Zapallos,82035030,No,67,No,No,67,No,No,No,134
SANTA FE,General López,Aarón Castellanos (Est. Castellanos),82042010,No,No,No,No,No,No,No,36,36
SANTA FE,General López,Amenábar,82042020,158,No,No,No,No,No,No,80,238
SANTA FE,General López,Cafferata,82042030,246,No,No,1,No,No,No,No,247
SANTA FE,General López,Cañada del Ucle,82042040,222,No,No,No,No,No,No,200,422
SANTA FE,General López,Carmen,82042050,No,No,No,No,40,No,No,100,140
SANTA FE,General López,Carreras,82042060,No,1,No,No,No,No,No,274,275
SANTA FE,General López,Chapuy,82042070,No,1,No,No,No,No,No,No,1
SANTA FE,General López,Chovet,82042080,No,1,No,No,No,1,No,No,2
SANTA FE,General López,Christophersen,82042090,No,No,No,15,No,No,No,78,93
SANTA FE,General López,Diego de Alvear,82042100,206,No,No,64,No,No,No,108,378
SANTA FE,General López,Elortondo,82042110,510,No,No,No,No,No,No,No,510
SANTA FE,General López,Firmat,82042120,281,1.488,No,3.305,No,No,No,No,5.074
SANTA FE,General López,Hughes,82042130,No,No,No,1.190,No,No,No,No,1.190
SANTA FE,General López,La Chispa,82042140,No,No,No,No,No,No,No,71,71
SANTA FE,General López,Maggiolo,82042170,80,No,No,No,No,No,No,53,133
SANTA FE,General López,María Teresa,82042180,26,1.012,No,No,1,No,No,30,1.069
SANTA FE,General López,Melincué (Est. San Urbano),82042190,No,No,No,No,No,No,No,201,201
SANTA FE,General López,Miguel Torres,82042200,No,1,No,No,No,No,No,No,1
SANTA FE,General López,Murphy,82042210,No,No,No,717,No,No,No,No,717
SANTA FE,General López,Rufino,82042220,1.432,3,No,5.103,No,No,No,No,6.538
SANTA FE,General López,San Eduardo,82042230,205,No,No,84,No,No,No,No,289
SANTA FE,General López,San Francisco de Santa Fe,82042240,No,No,No,45,No,1,No,No,46
SANTA FE,General López,San Gregorio,82042250,43,No,No,1.013,No,No,No,118,1.174
SANTA FE,General López,Sancti Spiritu,82042260,320,No,No,No,No,1,No,707,1.028
SANTA FE,General López,Santa Isabel,82042270,214,No,No,923,No,1,No,No,1.138
SANTA FE,General López,Teodelina,82042280,No,935,No,No,No,No,No,165,1.100
SANTA FE,General López,Venado Tuerto,82042290,2.258,25.656,No,1.435,380,1,No,77,29.807
SANTA FE,General López,Villa Cañás,82042300,715,1.195,No,349,4,No,No,211,2.474
SANTA FE,General López,Wheelwright,82042310,No,No,No,1.374,3,1,No,15,1.393
SANTA FE,General López,Labordeboy,82042150,215,No,No,No,No,No,No,No,215
SANTA FE,General Obligado,Avellaneda (Est. Ewald),82049020,3,12,No,3.578,750,No,No,1.141,5.484
SANTA FE,General Obligado,Berna,82049030,No,No,No,No,10,No,No,48,58
SANTA FE,General Obligado,El Araza,82049040,No,No,No,No,No,No,No,126,126
SANTA FE,General Obligado,El Rabón,82049050,No,65,No,No,No,1,No,80,146
SANTA FE,General Obligado,Florencia,82049060,268,136,No,No,No,1,No,188,593
SANTA FE,General Obligado,Guadalupe Norte,82049070,87,No,No,No,No,No,No,No,87
SANTA FE,General Obligado,Ingeniero Chanourdie,82049080,No,No,No,No,No,1,No,85,86
SANTA FE,General Obligado,La Isleta,82049090,No,No,No,No,No,1,No,No,1
SANTA FE,General Obligado,La Sarita,82049100,No,No,No,No,No,No,No,85,85
SANTA FE,General Obligado,Las Garzas,82049120,92,No,No,No,No,No,No,No,92
SANTA FE,General Obligado,Las Toscas,82049130,609,1.045,No,79,No,1,No,462,2.196
SANTA FE,General Obligado,Los Laureles,82049140,No,No,No,No,20,No,No,No,20
SANTA FE,General Obligado,Malabrigo,82049150,666,924,No,No,160,No,No,91,1.841
SANTA FE,General Obligado,Paraje San Manuel,82049160,No,No,No,No,No,1,No,No,1
SANTA FE,General Obligado,Reconquista,82049180,1.906,14.399,1,6.832,800,1,No,2.839,26.778
SANTA FE,General Obligado,San Antonio de Obligado,82049190,125,132,No,No,No,6,No,5,268
SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),82049200,103,115,No,No,No,No,No,3,221
SANTA FE,General Obligado,Villa Ana,82049210,No,No,No,No,No,1,No,No,1
SANTA FE,General Obligado,Villa Guillermina,82049220,220,173,No,No,No,1,No,15,409
SANTA FE,General Obligado,Villa Ocampo,82049230,2.009,1.613,No,16,29,1,No,No,3.668
SANTA FE,General Obligado,Lanteri,82049110,No,No,No,No,No,No,No,300,300
SANTA FE,General Obligado,Arroyo Ceibal,82049010,No,No,No,No,No,No,No,108,108
SANTA FE,Iriondo,Barrio Cicarelli,82056010,No,No,No,No,No,No,No,9,9
SANTA FE,Iriondo,Bustinza,82056020,287,No,No,6,No,No,No,90,383
SANTA FE,Iriondo,Cañada de Gómez,82056030,1.251,7.242,No,329,No,No,No,411,9.233
SANTA FE,Iriondo,Carrizales (Est. Clarke),82056040,456,17,No,No,No,1,No,No,474
SANTA FE,Iriondo,Classon,82056050,No,No,No,130,No,No,No,21,151
SANTA FE,Iriondo,Colonia Médici,82056060,No,No,No,No,No,No,No,12,12
SANTA FE,Iriondo,Correa,82056070,114,1.063,No,572,1,No,No,23,1.773
SANTA FE,Iriondo,Larguía,82056080,No,No,No,No,No,No,No,7,7
SANTA FE,Iriondo,Lucio V. López,82056090,No,5,No,No,No,No,No,31,36
SANTA FE,Iriondo,Oliveros,82056100,2.000,No,No,1.360,No,No,No,No,3.360
SANTA FE,Iriondo,Pueblo Andino,82056110,No,648,No,No,No,No,No,414,1.062
SANTA FE,Iriondo,Salto Grande,82056120,493,No,No,No,No,No,No,89,582
SANTA FE,Iriondo,Serodino,82056130,229,No,No,12,No,No,No,113,354
SANTA FE,Iriondo,Totoras,82056140,538,No,No,920,No,No,No,131,1.589
SANTA FE,Iriondo,Villa Eloísa,82056150,597,No,No,368,No,No,No,No,965
SANTA FE,Iriondo,Villa La Rivera (Oliveros),82056160,No,No,No,No,No,No,No,37,37
SANTA FE,Iriondo,Villa La Rivera (Pueblo Andino),82056170,No,No,No,No,No,1,No,26,27
SANTA FE,La Capital,Angel Gallardo,82063010,No,No,No,No,No,No,No,27,27
SANTA FE,La Capital,Arroyo Aguiar,82063020,102,No,No,No,No,1,No,38,141
SANTA FE,La Capital,Arroyo Leyes,82063030,No,1.115,No,88,No,No,No,106,1.309
SANTA FE,La Capital,Cabal,82063040,No,No,No,No,No,No,No,13,13
SANTA FE,La Capital,Candioti,82063060,No,No,No,251,No,No,No,1,252
SANTA FE,La Capital,Emilia,82063070,103,No,No,153,No,No,No,1,257
SANTA FE,La Capital,Laguna Paiva,82063080,1.899,No,No,No,No,No,No,76,1.975
SANTA FE,La Capital,Llambi Campbell,82063090,202,No,No,No,73,No,No,186,461
SANTA FE,La Capital,Monte Vera,82063100,281,No,No,No,No,3,No,No,284
SANTA FE,La Capital,Nelson,82063110,426,No,No,1,3,No,No,69,499
SANTA FE,La Capital,Recreo,82063140,1.131,30,No,No,No,No,No,275,1.436
SANTA FE,La Capital,San José del Rincón,82063160,1.806,2.329,No,505,No,1,No,No,4.641
SANTA FE,La Capital,Santa Fe,82063170,20.606,65.154,32,39.411,2.040,9,No,104,127.356
SANTA FE,La Capital,Santo Tomé,82063180,13,13,No,396,11,No,No,492,925
SANTA FE,La Capital,Sauce Viejo,82063190,1.108,No,No,No,No,No,No,89,1.197
SANTA FE,Las Colonias,Cavour,82070010,No,No,No,No,No,No,No,3,3
SANTA FE,Las Colonias,Cululú,82070020,No,No,No,No,No,No,No,24,24
SANTA FE,Las Colonias,Elisa,82070030,No,No,No,235,No,No,No,No,235
SANTA FE,Las Colonias,Empalme San Carlos,82070040,No,No,No,No,No,No,No,13,13
SANTA FE,Las Colonias,Esperanza,82070050,1.953,8.198,No,26,No,4,No,420,10.601
SANTA FE,Las Colonias,Felicia,82070060,No,No,No,No,No,No,No,443,443
SANTA FE,Las Colonias,Franck,82070070,175,No,No,162,No,No,No,101,438
SANTA FE,Las Colonias,Grutly,82070080,93,No,No,No,No,No,No,21,114
SANTA FE,Las Colonias,Hipatia,82070090,No,No,No,No,No,No,No,53,53
SANTA FE,Las Colonias,Humboldt,82070100,299,No,No,24,2,No,No,195,520
SANTA FE,Las Colonias,La Pelada,82070120,No,No,No,80,No,No,No,96,176
SANTA FE,Las Colonias,Las Tunas,82070130,4,No,No,107,No,1,No,No,112
SANTA FE,Las Colonias,María Luisa,82070140,No,No,No,No,No,No,No,167,167
SANTA FE,Las Colonias,Matilde,82070150,90,No,No,No,No,No,No,68,158
SANTA FE,Las Colonias,Nuevo Torino,82070160,78,No,No,No,72,No,No,5,155
SANTA FE,Las Colonias,OTROS,Sin Datos,No,No,No,No,No,No,No,16,16
SANTA FE,Las Colonias,Pilar,82070170,112,No,No,10,No,No,No,2,124
SANTA FE,Las Colonias,Progreso,82070190,No,No,No,No,No,No,No,621,621
SANTA FE,Las Colonias,Providencia,82070200,No,No,No,No,No,No,No,135,135
SANTA FE,Las Colonias,Sa Pereyra,82070210,54,No,No,No,No,No,No,3,57
SANTA FE,Las Colonias,San Agustín,82070220,No,No,No,No,No,No,No,83,83
SANTA FE,Las Colonias,San Carlos Centro,82070230,407,3.943,No,2,No,No,No,34,4.386
SANTA FE,Las Colonias,San Carlos Norte,82070240,No,215,No,No,No,No,No,152,367
SANTA FE,Las Colonias,San Carlos Sud,82070250,30,670,No,No,No,No,No,9,709
SANTA FE,Las Colonias,San Jerónimo del Sauce,82070260,No,No,No,172,No,No,No,No,172
SANTA FE,Las Colonias,San Jerónimo Norte,82070270,202,No,No,1.575,No,No,No,261,2.038
SANTA FE,Las Colonias,Santa Clara de Buena Vista,82070290,No,668,No,No,No,No,No,No,668
SANTA FE,Las Colonias,Santo Domingo,82070300,No,No,No,No,No,No,No,255,255
SANTA FE,Las Colonias,SARMIENTO,82070310,135,No,No,No,130,No,No,171,436
SANTA FE,OTROS,OTROS,Sin Datos,No,No,No,No,2.581,No,No,No,2.581
SANTA FE,Rosario,Acebal,82084010,205,1.343,No,21,No,No,No,140,1.709
SANTA FE,Rosario,Álvarez,82084030,59,1.393,No,2,134,No,No,No,1.588
SANTA FE,Rosario,Alvear,82084040,1.912,3.037,No,251,No,No,No,8,5.208
SANTA FE,Rosario,Arminda,82084060,No,86,No,No,40,No,No,No,126
SANTA FE,Rosario,Arroyo Seco,82084070,2.050,3.273,No,2,No,No,No,6,5.331
SANTA FE,Rosario,Carmen del Sauce,82084080,No,No,No,158,No,No,No,22,180
SANTA FE,Rosario,Coronel Bogado,82084090,415,No,No,178,No,No,No,No,593
SANTA FE,Rosario,Cuatro Esquinas,82084110,No,No,No,39,No,No,No,No,39
SANTA FE,Rosario,El Caramelo,82084120,71,No,No,424,No,No,No,No,495
SANTA FE,Rosario,Fighiera,82084130,366,No,No,No,No,No,No,No,366
SANTA FE,Rosario,Funes,82084140,4.523,5.794,1,2.296,No,1,No,100,12.715
SANTA FE,Rosario,General Lagos,82084150,400,No,No,1,1,1,No,140,543
SANTA FE,Rosario,Granadero Baigorria,82084160,No,4.673,No,4,2,No,No,676,5.355
SANTA FE,Rosario,Ibarlucea,82084170,No,591,No,468,No,No,No,452,1.511
SANTA FE,Rosario,Pérez,82084210,3.069,No,No,114,No,5,No,7,3.195
SANTA FE,Rosario,Piñero (Est. Erasto),82084220,No,181,No,1,55,No,No,1,238
SANTA FE,Rosario,Pueblo Esther,82084230,241,No,No,611,No,1,No,No,853
SANTA FE,Rosario,Pueblo Muñoz (Est. Bernard),82084240,No,118,No,No,54,No,No,No,172
SANTA FE,Rosario,Pueblo Uranga,82084250,29,No,No,98,No,No,No,52,179
SANTA FE,Rosario,Puerto Arroyo Seco,82084260,No,No,No,No,25,No,No,No,25
SANTA FE,Rosario,Rosario,82084270,46.485,190.777,74,87.944,218,1,No,5.228,330.727
SANTA FE,Rosario,Soldini,82084280,127,780,No,No,86,No,No,No,993
SANTA FE,Rosario,Villa Amelia,82084290,172,109,No,2,No,No,No,2,285
